PositionX;PositionY;PositionZ;Mass;VelocityX;VelocityY;VelocityZ;Size;AccelerationX;AccelerationY;AccelerationZ;Force;ColorR;ColorG;ColorB;Movable
2.57425;32.6775;-278.509;14.2097;18.8829;-1.71623e-10;0.174534;1.95532;-0.456939;-1.3408;4.97365;7.57084;1;1;1;1
-34.0929;23.275;-29.5431;8.55251;29.0663;-2.81644e-09;-33.5426;0.886502;33.4859;-22.0034;25.0568;62.0801;1;1;1;1
14.4514;-12.3262;194.765;12.2374;-22.5437;3.70761e-10;1.67272;0.726142;-1.28983;2.89657;-6.55191;16.8148;1;1;1;1
45.8041;-8.62774;-23.0206;14.8982;19.6956;1.14232e-09;39.1884;1.68546;-39.9877;8.92435;18.2085;57.9277;1;1;1;1
-100.211;140.052;130.792;7.95997;-17.0698;-4.41607e-10;-13.0787;1.48857;2.54559;-3.45005;-2.69102;6.92153;1;1;1;1
-82.5817;-60.5384;37.5367;7.81925;-12.5303;9.84979e-10;-27.5669;1.93994;10.2784;7.69515;-3.96851;18.6474;1;1;1;1
34.9035;25.6381;-154.023;1.31733;24.3821;-2.88599e-10;5.52529;0.54294;-3.73477;-2.25468;7.59007;14.9705;1;1;1;1
-127.738;-208.111;94.2466;11.7103;-11.6047;3.89101e-10;-15.7285;0.994858;1.89499;3.03985;-1.21718;4.49848;1;1;1;1
-37.2883;-46.2625;25.7952;3.27415;-22.3531;2.92688e-09;-32.3126;0.709616;18.7311;22.8662;-10.8516;40.8923;1;1;1;1
-67.7221;-48.2809;71.6737;10.3894;-21.9363;8.28718e-10;-20.7269;1.04237;8.97462;6.47436;-8.10753;19.8239;1;1;1;1
130.975;93.7542;-34.5193;2.26653;6.27921;-5.30018e-10;23.8249;1.79684;-5.81621;-4.14076;1.55718;10.3104;1;1;1;1
-63.3082;-158.662;55.0557;2.28291;-15.4895;7.5827e-10;-17.8113;1.974;2.38116;5.92399;-1.70228;8.63091;1;1;1;1
35.598;25.7719;-60.4966;7.59711;31.5181;-1.2703e-09;18.5462;1.7756;-13.3668;-9.92419;18.5701;36.34;1;1;1;1
-14.2898;13.0115;-51.4482;11.8931;41.1004;-1.71958e-09;-11.4157;1.65813;15.5532;-13.4342;36.3625;62.3529;1;1;1;1
39.9321;-39.3389;9.6101;10.5576;-9.81135;3.45975e-09;40.7683;1.03954;-26.966;27.0293;-5.43841;49.8843;1;1;1;1
-28.2036;9.47333;27.2004;2.35681;-34.5749;-2.12675e-09;-35.8501;0.885311;50.7595;-16.6153;-43.3025;89.3545;1;1;1;1
65.4421;-77.7744;62.7253;3.47726;-20.022;1.00272e-09;20.8892;1.89554;-6.99603;7.83372;-5.30675;16.5282;1;1;1;1
161.26;-55.5105;10.1493;11.6152;-1.51966;3.08119e-10;24.1455;0.919004;-6.69087;2.40718;-0.215764;9.0811;1;1;1;1
-11.4877;-7.77183;116.877;6.28195;-29.0088;5.39259e-10;-2.85123;0.846721;2.83625;4.21296;-12.6869;28.1526;1;1;1;1
